product_1_star,product_2_star,product_3_star,product_4_star,product_5_star,product_avg_rating,product_img,product_num_reviews,product_url
0%,0%,8%,35%,57%,4.49,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409562115.jpg,37 ratings,https://www.bookdepository.com/Lift-flap-Questions-Answers-about-Animals-Katie-Daynes/9781409562115
0%,2%,13%,36%,49%,4.32,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409562108.jpg,53 ratings,https://www.bookdepository.com/Lift-flap-Questions-Answers-about-your-Body-Katie-Daynes/9781409562108
0%,0%,9%,30%,62%,4.53,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409523338.jpg,47 ratings,https://www.bookdepository.com/Lift-flap-Questions-Answers-Katie-Daynes/9781409523338
1%,2%,12%,37%,48%,4.31,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4350/9788435021807.jpg,"2,360 ratings",https://www.bookdepository.com/Britania-Scarrow-Simon/9788435021807
0%,0%,9%,23%,68%,4.59,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409598985.jpg,22 ratings,https://www.bookdepository.com/Lift-flap-Questions-Answers-about-Science-Katie-Daynes/9781409598985
4%,5%,11%,14%,65%,4.31,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241461877.jpg,253 ratings,https://www.bookdepository.com/Mrs-Hinch-Little-Book-Lists-Mrs-Hinch/9780241461877
1%,4%,15%,34%,46%,4.21,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4736/9781473655942.jpg,"1,482 ratings",https://www.bookdepository.com/Bird-Tree-Elizabeth-Goudge/9781473655942
2%,3%,13%,32%,51%,4.29,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2500/9781250057839.jpg,"133,364 ratings",https://www.bookdepository.com/All-Creatures-Great-Small-James-Herriot/9781250057839
2%,4%,14%,33%,47%,4.19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8402/9781840228021.jpg,"3,640,440 ratings",https://www.bookdepository.com/Nineteen-Eighty-Four-George-Orwell/9781840228021
1%,2%,10%,32%,55%,4.37,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2500/9781250063496.jpg,"31,165 ratings",https://www.bookdepository.com/All-Things-Wise-Wonderful-James-Herriot/9781250063496
0%,0%,7%,17%,76%,4.69,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474979887.jpg,29 ratings,https://www.bookdepository.com/First-Questions-Answers-Why-Do-Things-Die-Katie-Daynes/9781474979887
0%,0%,24%,32%,45%,4.21,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3166/9781316634455.jpg,38 ratings,https://www.bookdepository.com/International-Organizations-Ian-Hurd/9781316634455
2%,3%,13%,32%,51%,4.29,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2507/9781250766342.jpg,"133,307 ratings",https://www.bookdepository.com/James-Herriots-Treasury-for-Children-James-Herriot/9781427205247
2%,3%,12%,31%,52%,4.28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5939/9781593975456.jpg,"75,364 ratings",https://www.bookdepository.com/All-Things-Bright-Beautiful-James-Herriot/9781250058126
2%,3%,12%,31%,52%,4.28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2507/9781250766359.jpg,"75,388 ratings",https://www.bookdepository.com/All-Things-Bright-Beautiful-James-Herriot/9781250058126
1%,0%,4%,16%,79%,4.74,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0075/9780007581146.jpg,388 ratings,https://www.bookdepository.com/Lord-Rings-Boxed-Set-J-R-R-Tolkien/9780007581146
3%,5%,16%,31%,46%,4.13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9127/9781912714018.jpg,"1,795,164 ratings",https://www.bookdepository.com/Jane-Eyre-Charlotte-Bronte/9781912714018
1%,3%,10%,31%,56%,4.37,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0083/9780008319281.jpg,"53,082 ratings",https://www.bookdepository.com/Boy-Swallows-Universe-Trent-Dalton/9780008319281
