product_1_star,product_2_star,product_3_star,product_4_star,product_5_star,product_avg_rating,product_img,product_num_reviews,product_url,ID
0%,0%,100%,0%,0%,"3.0""",https://images-na.ssl-images-amazon.com/images/I/61bMFOLZnuL.__AC_SX300_SY300_QL70_ML2_.jpg,1,https://www.amazon.com/Philips-Headphones-Multipoint-Connection-TAH8506BK/dp/B09WCWQD4D,AMZN-300
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/71eqgT4JP3L.__AC_SX300_SY300_QL70_ML2_.jpg,10,https://www.amazon.com/Bulk-Classroom-Headphones-Microphone-Built/dp/B09FVL78J2,AMZN-301
9%,9%,11%,18%,52%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/61w5SJat1VL.__AC_SX300_SY300_QL70_ML2_.jpg,44,https://www.amazon.com/SoundMAGIC-Premium-Closed-Back-Folding-Headphones/dp/B06XY9NNNN,AMZN-302
5%,9%,7%,13%,66%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/81c91nVv00L.__AC_SX300_SY300_QL70_ML2_.jpg,171,https://www.amazon.com/MEE-audio-Bluetooth-Headphones-Enhancement/dp/B07B435CTX,AMZN-303
30%,0%,0%,0%,70%,"3.8""",https://images-na.ssl-images-amazon.com/images/I/51zX5N0HVIL.__AC_SY300_SX300_QL70_ML2_.jpg,4,https://www.amazon.com/Philips-Conduction-Headphones-Lightweight-Waterproof/dp/B08PMH54LK,AMZN-304
0%,0%,0%,51%,49%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/61fEUdjfpBL.__AC_SX300_SY300_QL70_ML2_.jpg,6,https://www.amazon.com/Philips-Wireless-Headphones-Canceling-Playtime/dp/B09WCFDFKR,AMZN-305
9%,9%,13%,32%,36%,"3.8""",https://images-na.ssl-images-amazon.com/images/I/715inIwcoQL.__AC_SX300_SY300_QL70_ML2_.jpg,42,https://www.amazon.com/Audio-Technica-ATHRE700-BW-Headphones/dp/B00FWGTYWW,AMZN-306
18%,0%,0%,0%,82%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/41i-SCHzt6L.__AC_SY445_SX342_QL70_ML2_.jpg,8,https://www.amazon.com/Beats-EP-Wired-Headphones-AppleCare/dp/B0874336MT,AMZN-307
11%,9%,10%,32%,38%,"3.8""",https://images-na.ssl-images-amazon.com/images/I/51RxI0UCjnL.__AC_SY300_SX300_QL70_ML2_.jpg,108,https://www.amazon.com/Monster-MH-INS-CUA-Noise-Isolating/dp/B0086SKGQQ,AMZN-308
17%,8%,8%,14%,53%,"3.8""",https://images-na.ssl-images-amazon.com/images/I/71mqg3M39QL.__AC_SY300_SX300_QL70_ML2_.jpg,135,https://www.amazon.com/Drop-THX-Panda-Wireless-Headphone/dp/B08JH72YS1,AMZN-309
11%,9%,0%,16%,64%,"4.1""",https://images-na.ssl-images-amazon.com/images/I/71nHJlczDLL.__AC_SX300_SY300_QL70_ML2_.jpg,19,https://www.amazon.com/Master-Dynamic-MH40-Over-Ear-Headphones/dp/B0721PJY14,AMZN-310
4%,2%,7%,13%,73%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/819OylUJZFL.__AC_SX300_SY300_QL70_ML2_.jpg,108,https://www.amazon.com/R-RH-200-Roland-Monitor-Headphones/dp/B0002S31E2,AMZN-311
5%,2%,4%,10%,79%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/51Gm1kSEJRL.__AC_SY445_SX342_QL70_ML2_.jpg,9072,https://www.amazon.com/Beats-EP-On-Ear-Headphones-Red/dp/B01LYIN5V7,AMZN-312
6%,5%,10%,10%,69%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/91JzFbT--TL.__AC_SX300_SY300_QL70_ML2_.jpg,140,https://www.amazon.com/House-Marley-EM-JH063-CO-Rise-Headphones/dp/B00BSE82CA,AMZN-313
2%,2%,5%,17%,74%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/61uDoKvDnaL.__AC_SX300_SY300_QL70_ML2_.jpg,132,https://www.amazon.com/Panasonic-RP-HT21-Lightweight-Headphones-Pack/dp/B01L0M30E4,AMZN-314
19%,0%,0%,19%,62%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/713TFXvDSOL.__AC_SX300_SY300_QL70_ML2_.jpg,7,https://www.amazon.com/WHXB700-Bluetooth-Headphones-Attachable-Microphone/dp/B08P2CPNJG,AMZN-315
10%,5%,12%,22%,51%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/61XBy3p2t9L.__AC_SY300_SX300_QL70_ML2_.jpg,40,https://www.amazon.com/Lenovo-Active-Noise-Cancellation-Headphones/dp/B085M2ZQ35,AMZN-316
8%,3%,11%,12%,66%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/71pBGnixdqL.__AC_SX300_SY300_QL70_ML2_.jpg,709,https://www.amazon.com/Bose-SoundTrue-Headphones-Around-Ear-Style/dp/B00IUICOR6,AMZN-317
0%,3%,9%,15%,74%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/61E6ZrAyAhL.__AC_SX300_SY300_QL70_ML2_.jpg,30,https://www.amazon.com/Sony-WH-CH710N-Noise-Canceling-Headphones-Headphone/dp/B0887FFTJ5,AMZN-318
7%,7%,10%,29%,47%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/51xOLnHFByL.__AC_SX300_SY300_QL70_ML2_.jpg,194,https://www.amazon.com/AKG-Stereo-Headphones-Closed-Design/dp/B005H58JMY,AMZN-319
0%,25%,0%,0%,75%,"4.2""",https://m.media-amazon.com/images/I/51+86lugyRL._AC_SY300_SX300_.jpg,2,https://www.amazon.com/HaaFee-HiFi-Headphone-4-5mm-Loudspeaker/dp/B07FMG6RW7,AMZN-320
5%,3%,7%,17%,69%,"4.4""",https://m.media-amazon.com/images/I/81RQt1+MZML._AC_SY300_SX300_.jpg,3542,https://www.amazon.com/Audio-Technica-ATH-AD700X-Audiophile-Open-Air-Headphones/dp/B009S332TQ,AMZN-321
0%,0%,0%,36%,64%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/51K-pGEE3JL.__AC_SX300_SY300_QL70_ML2_.jpg,6,https://www.amazon.com/Avantree-HT4189-HS102-Bundle-Transmitter/dp/B08MSYPQBC,AMZN-322
4%,9%,18%,15%,55%,"4.1""",https://m.media-amazon.com/images/I/71C0+-IBM1L._AC_SY300_SX300_.jpg,46,https://www.amazon.com/Kygo-Life-A4-Headphones-Microphone/dp/B07SDPZ8QC,AMZN-323
8%,6%,7%,12%,66%,"4.2""",https://images-na.ssl-images-amazon.com/images/I/81nKNbvoJ6L.__AC_SX300_SY300_QL70_ML2_.jpg,492,https://www.amazon.com/Skullcandy-Hesh-Wireless-Over-Ear-Headphone/dp/B07CVHCRS3,AMZN-324
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/711PJZi7RNL.__AC_SX300_SY300_QL70_ML2_.jpg,5,https://www.amazon.com/AILIHEN-Headphones-Microphone-Chromebook-Multicolor/dp/B09XXJ4CXM,AMZN-325
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/61V5eFQO8xL.__AC_SX300_SY300_QL70_ML2_.jpg,1,https://www.amazon.com/Koss-Lightweight-Portable-Headphone-Black/dp/B07P6JCML8,AMZN-326
10%,7%,5%,15%,63%,"4.1""",https://m.media-amazon.com/images/I/61GsEizLQ+L._AC_SY300_SX300_.jpg,118,https://www.amazon.com/Philips-Audio-SHP9600MB-Headphones-Microphone/dp/B091ZMKWT4,AMZN-327
1%,2%,2%,14%,80%,"4.7""",https://images-na.ssl-images-amazon.com/images/I/61n6CNzI4UL.__AC_SX300_SY300_QL70_ML2_.jpg,81,https://www.amazon.com/Sony-MDR7506-Professional-Diaphragm-Headphone/dp/B08GKW7H1C,AMZN-328
5%,4%,4%,16%,71%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/81SD9YdL25L.__AC_SX300_SY300_QL70_ML2_.jpg,510,https://www.amazon.com/Bulk-Classroom-Headphones-Classrooms-Comfortable/dp/B07L4JFR3Q,AMZN-329
4%,3%,6%,18%,69%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/81H0JaAaVNL.__AC_SY300_SX300_QL70_ML2_.jpg,2796,https://www.amazon.com/Sony-Wireless-Headphones-WH-CH510-Ear/dp/B07YGZ7Q9N,AMZN-330
4%,3%,7%,18%,67%,"4.4""",https://m.media-amazon.com/images/I/71GuE+NfnjL._AC_SX300_SY300_.jpg,1027,https://www.amazon.com/Jabra-Elite-Titanium-Black-Ear/dp/B0865439LD,AMZN-331
13%,14%,13%,14%,46%,"3.7""",https://images-na.ssl-images-amazon.com/images/I/616NzOV7-HL.__AC_SX300_SY300_QL70_ML2_.jpg,33,https://www.amazon.com/Sony-MDRZX700-Outdoor-Headphones/dp/B004P150LY,AMZN-332
0%,0%,0%,16%,84%,"4.8""",https://images-na.ssl-images-amazon.com/images/I/51PZ7LCAZhS.__AC_SX300_SY300_QL70_ML2_.jpg,8,https://www.amazon.com/Technica-ATHWS660BTGB-Wireless-Over-Ear-Headphones/dp/B07JD6BXXC,AMZN-333
10%,7%,12%,18%,53%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/81qt9JfY6sS.__AC_SX300_SY300_QL70_ML2_.jpg,2735,https://www.amazon.com/Audio-Technica-ATH-ANC7b-SViS-QuietPoint-Noise-Cancelling-Headphones/dp/B00FYWCL2E,AMZN-334
9%,18%,13%,15%,45%,"3.7""",https://images-na.ssl-images-amazon.com/images/I/61BkrOtrYZL.__AC_SX300_SY300_QL70_ML2_.jpg,13,https://www.amazon.com/SIVGA-Studio-Headphones-Closed-Back-Headset/dp/B077JMHT49,AMZN-335
3%,2%,5%,14%,76%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/61K5g2T2nsL.__AC_SX300_SY300_QL70_ML2_.jpg,3090,https://www.amazon.com/Cancelling-Headphones-Bluetooth-Cancellation-Transparency/dp/B09VSDMB26,AMZN-336
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/7164ixvCk6L.__AC_SX300_SY300_QL70_ML2_.jpg,3,https://www.amazon.com/Naztech-Cancelling-Bluetooth-Wireless-Headphones/dp/B08D6ZM5FL,AMZN-337
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/61V5eFQO8xL.__AC_SX300_SY300_QL70_ML2_.jpg,1,https://www.amazon.com/Koss-Lightweight-Portable-Headphone-Black/dp/B07P6JCML8,AMZN-338
8%,6%,7%,12%,66%,"4.2""",https://images-na.ssl-images-amazon.com/images/I/81nKNbvoJ6L.__AC_SX300_SY300_QL70_ML2_.jpg,492,https://www.amazon.com/Skullcandy-Hesh-Wireless-Over-Ear-Headphone/dp/B07CVHCRS3,AMZN-339
4%,5%,6%,19%,66%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/71I3oMsVucL.__AC_SX300_SY300_QL70_ML2_.jpg,108,https://www.amazon.com/Mackie-MC-Headphones-Black-MC-250/dp/B07HXXNMD9,AMZN-340
0%,0%,0%,0%,100%,"5.0""",https://images-na.ssl-images-amazon.com/images/I/711PJZi7RNL.__AC_SX300_SY300_QL70_ML2_.jpg,5,https://www.amazon.com/AILIHEN-Headphones-Microphone-Chromebook-Multicolor/dp/B09XXJ4CXM,AMZN-341
10%,7%,5%,15%,63%,"4.1""",https://m.media-amazon.com/images/I/61GsEizLQ+L._AC_SY300_SX300_.jpg,118,https://www.amazon.com/Philips-Audio-SHP9600MB-Headphones-Microphone/dp/B091ZMKWT4,AMZN-342
1%,2%,2%,14%,80%,"4.7""",https://images-na.ssl-images-amazon.com/images/I/61n6CNzI4UL.__AC_SX300_SY300_QL70_ML2_.jpg,81,https://www.amazon.com/Sony-MDR7506-Professional-Diaphragm-Headphone/dp/B08GKW7H1C,AMZN-343
5%,4%,4%,16%,71%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/81SD9YdL25L.__AC_SX300_SY300_QL70_ML2_.jpg,510,https://www.amazon.com/Bulk-Classroom-Headphones-Classrooms-Comfortable/dp/B07L4JFR3Q,AMZN-344
13%,14%,13%,14%,46%,"3.7""",https://images-na.ssl-images-amazon.com/images/I/616NzOV7-HL.__AC_SX300_SY300_QL70_ML2_.jpg,33,https://www.amazon.com/Sony-MDRZX700-Outdoor-Headphones/dp/B004P150LY,AMZN-345
4%,3%,6%,18%,69%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/81H0JaAaVNL.__AC_SY300_SX300_QL70_ML2_.jpg,2796,https://www.amazon.com/Sony-Wireless-Headphones-WH-CH510-Ear/dp/B07YGZ7Q9N,AMZN-346
4%,3%,7%,18%,67%,"4.4""",https://m.media-amazon.com/images/I/71GuE+NfnjL._AC_SX300_SY300_.jpg,1027,https://www.amazon.com/Jabra-Elite-Titanium-Black-Ear/dp/B0865439LD,AMZN-347
0%,0%,0%,16%,84%,"4.8""",https://images-na.ssl-images-amazon.com/images/I/51PZ7LCAZhS.__AC_SX300_SY300_QL70_ML2_.jpg,8,https://www.amazon.com/Technica-ATHWS660BTGB-Wireless-Over-Ear-Headphones/dp/B07JD6BXXC,AMZN-348
10%,7%,12%,18%,53%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/81qt9JfY6sS.__AC_SX300_SY300_QL70_ML2_.jpg,2735,https://www.amazon.com/Audio-Technica-ATH-ANC7b-SViS-QuietPoint-Noise-Cancelling-Headphones/dp/B00FYWCL2E,AMZN-349
10%,9%,29%,16%,36%,"3.6""",https://images-na.ssl-images-amazon.com/images/I/41q9PMV5uzL.__AC_SX300_SY300_QL70_ML2_.jpg,87,https://www.amazon.com/Urban-Beatz-Tempo-Headphones-line/dp/B008OEI0BU,AMZN-350
15%,8%,8%,9%,61%,"3.9""",https://images-na.ssl-images-amazon.com/images/I/61K7NG6ZEIL.__AC_SY300_SX300_QL70_ML2_.jpg,80,https://www.amazon.com/Sony-MDRXB600IP-Headphones-iPod-iPhone/dp/B00A7R9KWK,AMZN-351
6%,6%,4%,15%,69%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/51dGBsrWqmL.__AC_SX300_SY300_QL70_ML2_.jpg,309,https://www.amazon.com/Sony-Bluetooth-Noise-Canceling-Headphones-Protective/dp/B087V6TVPD,AMZN-352
13%,6%,7%,13%,61%,"4.0""",https://m.media-amazon.com/images/I/71csedGP+wL._AC_SY300_SX300_.jpg,830,https://www.amazon.com/Sony-Wireless-Theater-Headphones-WHRF400/dp/B07GL7V46V,AMZN-353
10%,3%,6%,10%,71%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/71sCf0-nPzL.__AC_SX300_SY300_QL70_ML2_.jpg,493,https://www.amazon.com/Skullcandy-Hesh-Wireless-Over-Ear-Headphone/dp/B07CVGVK4S,AMZN-354
5%,3%,7%,17%,68%,"4.4""",https://images-na.ssl-images-amazon.com/images/I/51sCVB0IZDL.__AC_SY300_SX300_QL70_ML2_.jpg,16981,https://www.amazon.com/Sony-Noise-Cancelling-Headphones-WHCH710N/dp/B085RNVJ3P,AMZN-355
0%,9%,11%,18%,62%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/31fhSSkIBZL._SY445_SX342_QL70_ML2_.jpg,25,https://www.amazon.com/Heavy-Duty-Kids-Headphone-Tangle-Free-Fabric/dp/B07F16WPGZ,AMZN-356
20%,21%,0%,0%,60%,"3.6""",https://images-na.ssl-images-amazon.com/images/I/61EVIJiKeVL.__AC_SX300_SY300_QL70_ML2_.jpg,7,https://www.amazon.com/Cancelling-Headphones-Bluetooth-Microphone-Listening/dp/B09GBJ46TJ,AMZN-357
0%,50%,0%,0%,50%,"3.5""",https://images-na.ssl-images-amazon.com/images/I/71nzbWSppiL.__AC_SX300_SY300_QL70_ML2_.jpg,4,https://www.amazon.com/Audio-Technica-Portable-Headphones-Discontinued-Manufacturer/dp/B00164F1EY,AMZN-358
1%,1%,7%,11%,80%,"4.7""",https://m.media-amazon.com/images/I/71k+gzrzYIL._AC_SY300_SX300_.jpg,373,https://www.amazon.com/Skullcandy-Hesh-Wireless-Over-Ear-Headphone/dp/B07SH5WLBS,AMZN-359
22%,8%,8%,12%,50%,"3.6""",https://images-na.ssl-images-amazon.com/images/I/71Xg1XeSisL.__AC_SX300_SY300_QL70_ML2_.jpg,2212,https://www.amazon.com/Skullcandy-Hesh-Wireless-Over-Ear-Headphone/dp/B07572WDGL,AMZN-360
10%,3%,6%,10%,71%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/71sCf0-nPzL.__AC_SX300_SY300_QL70_ML2_.jpg,493,https://www.amazon.com/Skullcandy-Hesh-Wireless-Over-Ear-Headphone/dp/B07CVGVK4S,AMZN-361
0%,50%,0%,0%,50%,"3.5""",https://images-na.ssl-images-amazon.com/images/I/71nzbWSppiL.__AC_SX300_SY300_QL70_ML2_.jpg,4,https://www.amazon.com/Audio-Technica-Portable-Headphones-Discontinued-Manufacturer/dp/B00164F1EY,AMZN-362
0%,0%,100%,0%,0%,"3.0""",https://images-na.ssl-images-amazon.com/images/I/51bg1Fdc7TL.__AC_SX300_SY300_QL70_ML2_.jpg,2,https://www.amazon.com/Torque-Audio-Customizable-Headphone-Metallic/dp/B0187W4GB6,AMZN-363
10%,4%,13%,11%,62%,"4.1""",https://images-na.ssl-images-amazon.com/images/I/41PhwEt071L.__AC_SX300_SY300_QL70_ML2_.jpg,819,https://www.amazon.com/Sennheiser-Momentum-Black-Headphone/dp/B00AZZNXOK,AMZN-364
0%,0%,0%,0%,100%,"5.0""",https://m.media-amazon.com/images/I/71gU0IAEl+L._AC_SY300_SX300_.jpg,1,https://www.amazon.com/Miktek-DH80-Open-back-Studio-Headphones/dp/B06XXJ9VQB,AMZN-365
0%,0%,0%,100%,0%,"4.0""",https://images-na.ssl-images-amazon.com/images/I/71EMSq-5AEL.__AC_SX300_SY300_QL70_ML2_.jpg,1,https://www.amazon.com/Miktek-DH90-Closed-back-Studio-Headphones/dp/B06XX3S4HC,AMZN-366
5%,10%,13%,14%,58%,"4.1""",https://m.media-amazon.com/images/I/71ufRe+Sz-L._AC_SY300_SX300_.jpg,35,https://www.amazon.com/Audio-Technica-ATH-ANC500BTNV-QuietPoint-Noise-Cancelling-Headphones/dp/B07N3RJD7M,AMZN-367
6%,4%,8%,17%,65%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/71ue3SF8DLL.__AC_SX300_SY300_QL70_ML2_.jpg,603,https://www.amazon.com/Numark-Red-Wave-Carbon-Headphones/dp/B01D53KO6I,AMZN-368
20%,7%,18%,11%,44%,"3.5""",https://images-na.ssl-images-amazon.com/images/I/41HJ9Sku3mL.__AC_SX300_SY300_QL70_ML2_.jpg,163,https://www.amazon.com/Audio-Technica-ATH-ANC70-QuietPoint-Noise-Cancelling-Headphones/dp/B00FJ1HFGC,AMZN-369
3%,8%,14%,19%,56%,"4.2""",https://images-na.ssl-images-amazon.com/images/I/7187jRDonFL.__AC_SX300_SY300_QL70_ML2_.jpg,272,https://www.amazon.com/Audio-Technica-ATH-E40-Professional-Monitor-Headphones/dp/B01AXSYFN6,AMZN-370
2%,3%,6%,19%,69%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/71gzdMIEeNL.__AC_SX300_SY300_QL70_ML2_.jpg,994,https://www.amazon.com/Audio-Technica-ATH-SR30BTGY-Bluetooth-Wireless-Headphones/dp/B07MPLDK8X,AMZN-371
0%,0%,0%,0%,100%,"5.0""",https://m.media-amazon.com/images/I/41p1ddws+kL._SX342_.jpg,1,https://www.amazon.com/Califone-Multimedia-Stereo-Headphones-Lightweight/dp/B00GNQO6IW,AMZN-372
3%,5%,10%,24%,57%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/61xtEyH-e-L.__AC_SX300_SY300_QL70_ML2_.jpg,693,https://www.amazon.com/Superlux-semi-open-professional-headphones-HD681B/dp/B008A3ISGM,AMZN-373
4%,3%,6%,16%,72%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/71fqoZeHgpL.__AC_SX300_SY300_QL70_ML2_.jpg,2466,https://www.amazon.com/Sony-WH-XB700-Wireless-Bluetooth-Headphones/dp/B07PGL8J8G,AMZN-374
10%,8%,10%,26%,46%,"3.9""",https://images-na.ssl-images-amazon.com/images/I/71Hott0yuTL.__AC_SX300_SY300_QL70_ML2_.jpg,142,https://www.amazon.com/Pioneer-Headphone-SE-MJ722TR-Microphone-Black/dp/B019YZI19S,AMZN-375
0%,0%,0%,37%,63%,"4.6""",https://images-na.ssl-images-amazon.com/images/I/71EWZheFFkL.__AC_SX300_SY300_QL70_ML2_.jpg,3,https://www.amazon.com/Qisebin-Cancelling-Headphones-Bluetooth-Microphone/dp/B09MCQZ4FK,AMZN-376
0%,5%,9%,20%,66%,"4.5""",https://images-na.ssl-images-amazon.com/images/I/61poLLmFUEL.__AC_SX300_SY300_QL70_ML2_.jpg,33,https://www.amazon.com/Audio-Technica-ATH-M30x-Closed-Back-Headphones-Black/dp/B08QZYYQX1,AMZN-377
11%,11%,13%,11%,54%,"3.9""",https://images-na.ssl-images-amazon.com/images/I/41lLsQAEmDL.__AC_SX300_SY300_QL70_ML2_.jpg,16,https://www.amazon.com/AKG-Semi-Open-Studio-Headphone-Standard/dp/B006K1Q90I,AMZN-378
0%,0%,39%,0%,61%,"4.2""",https://images-na.ssl-images-amazon.com/images/I/61XhXfcz5IL.__AC_SX300_SY300_QL70_ML2_.jpg,3,https://www.amazon.com/Headphones-Fashion-Headband-Polished-Rosegold/dp/B089P3WDYR,AMZN-379
10%,5%,8%,15%,63%,"4.1""",https://m.media-amazon.com/images/I/71MJ+LuOjDS._AC_SY300_SX300_.jpg,23435,https://www.amazon.com/Sennheiser-RS120-Wireless-Headphones-Charging/dp/B0001FTVEK,AMZN-380
11%,4%,24%,14%,47%,"3.8""",https://images-na.ssl-images-amazon.com/images/I/711LsJ56j2L.__AC_SX300_SY300_QL70_ML2_.jpg,24,https://www.amazon.com/audio-technica-Portable-Headphone-ATH-WS550-BGD/dp/B016D9QZ3M,AMZN-381
5%,5%,9%,24%,58%,"4.3""",https://images-na.ssl-images-amazon.com/images/I/61nykXgpydL.__AC_SX300_SY300_QL70_ML2_.jpg,164,https://www.amazon.com/Foldable-Wireless-Bluetooth-Headphones-Version/dp/B07G8YBTLB,AMZN-382
10%,9%,29%,16%,36%,"3.6""",https://images-na.ssl-images-amazon.com/images/I/41q9PMV5uzL.__AC_SX300_SY300_QL70_ML2_.jpg,87,https://www.amazon.com/Urban-Beatz-Tempo-Headphones-line/dp/B008OEI0BU,AMZN-383
